NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
LINCOLN TRAIL COLLEGE,11220 STATE HWY 1,ROBINSON,IL,62454,(618) 393-2982,829,CRAWFORD,17033,USA,39.01957974700008,-87.68900103699997,www.iecc.edu/ltc
FORT WORTH BEAUTY SCHOOL,4760 HWY 377 SOUTH,BENBROOK,TX,76116,(817) 244-5444,93,TARRANT,48439,USA,32.823321,-97.420698,www.fortworthbeautyschoolinc.com/
TEXAS CHRISTIAN UNIVERSITY,2800 S UNIVERSITY DR,FORT WORTH,TX,76129,(817) 257-7000,14068,TARRANT,48439,USA,32.709567562000075,-97.3615366,www.tcu.edu/
INTERNATIONAL ACADEMY OF STYLE,2295 MARKET ST,RENO,NV,89502,(775) 823-9003,73,WASHOE,32031,USA,39.516236,-119.783279,www.internationalacademyofstyle.com/
OGDEN-WEBER TECHNICAL COLLEGE,200 N WASHINGTON BLVD,OGDEN,UT,84404,(801) 627-8300,2949,WEBER,49057,USA,41.26341861700007,-111.96314014399996,www.otech.edu/
GATEWAY TECHNICAL COLLEGE,3520 30TH AVE,KENOSHA,WI,53144,(262) 564-2200,8626,KENOSHA,55059,USA,42.60567694300005,-87.84669460299995,https://www.gtc.edu/
JOHNSON UNIVERSITY,7900 JOHNSON DR,KNOXVILLE,TN,37998,(865) 573-4517,1301,KNOX,47093,USA,35.93715181400006,-83.75033558299998,johnsonu.edu/
EMPIRE BEAUTY SCHOOL-WYOMING VALLEY,3370 BIRNEY AVENUE,MOOSIC,PA,18507,(800) 920-4593,148,LACKAWANNA,42069,USA,41.374143,-75.700029,www.empire.edu/
UNIVERSITY OF NEBRASKA-CENTRAL ADMINISTRATION SYSTEM OFFICE,3835 HOLDREGE ST,LINCOLN,NE,68583,(402) 472-5242,495,LANCASTER,31109,USA,40.82749424100007,-96.66520336499997,https://www.nebraska.edu/
ROSEDALE TECHNICAL COLLEGE,"215 BEECHAM DRIVE, SUITE 2",PITTSBURGH,PA,15205,(412) 521-6200 EXT 112,455,ALLEGHENY,42003,USA,40.45205002400007,-80.10392571899996,www.rosedaletech.org/
PLATT COLLEGE-OKC-MEMORIAL,2727 W. MEMORIAL RD,OKLAHOMA CITY,OK,73134,(405) 749-2433,139,OKLAHOMA,40109,USA,35.61112804700008,-97.56375085599996,https://www.plattcolleges.edu/
PIKES PEAK COMMUNITY COLLEGE,5675 S ACADEMY BLVD,COLORADO SPRINGS,CO,80906,(719) 502-2000,13558,EL PASO,08041,USA,38.76428660900007,-104.78726075099996,www.ppcc.edu/
KENT STATE UNIVERSITY AT SALEM,2491 STATE ROUTE 45 SOUTH,SALEM,OH,44460,(330) 332-0361,1863,COLUMBIANA,39029,USA,40.86408020400006,-80.83545808499997,www.kent.edu/columbiana
TRI-STATE COSMETOLOGY INSTITUTE,1120 VISTA DE ORO DR,EL PASO,TX,79935,(915) 533-8274,160,EL PASO,48141,USA,31.749998,-106.337336,tristatecosmetology.com/
COACHELLA VALLEY BEAUTY COLLEGE-HEMET,3643 W. FLORIDA AVE.,HEMET,CA,92545,(951) 769-0675,80,RIVERSIDE,06065,USA,33.92976198000002,-116.94833569699995,cvbeautycollege.com/
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,3333 GREEN BAY ROAD,NORTH CHICAGO,IL,60064,(847) 578-3000,2952,LAKE,17097,USA,42.30006879900003,-87.85963201099997,www.rosalindfranklin.edu/
INTERCOAST COLLEGES-RANCHO CORDOVA,9738 LINCOLN VILLAGE DR. SUITE 120,RANCHO CORDOVA,CA,95827,(916) 714-5400,185,SACRAMENTO,06067,USA,38.56134534700004,-121.33415865299997,https://www.intercoast.edu/
NORTH-WEST COLLEGE-VAN NUYS,14540 HAYNES,VAN NUYS,CA,91411,(626) 796-5815,216,LOS ANGELES,06037,USA,34.14690666400003,-118.13926601999998,www.north-westcollege.edu/
CHRISTIAN THEOLOGICAL SEMINARY,1000 W 42ND ST,INDIANAPOLIS,IN,46208,(317) 924-1331,236,MARION,18097,USA,39.832673474000046,-86.17855097299997,www.cts.edu/
BIG BEND TECHNICAL COLLEGE,3233 SOUTH BYRON BUTLER PARKWAY,PERRY,FL,32348,(850) 838-2545,225,TAYLOR,12123,USA,30.077954,-83.565783,https://www.bbtc.edu/
ARTISTIC NAILS AND BEAUTY ACADEMY-TAMPA,4951-A ADAMO DRIVE STE 120,TAMPA,FL,33605,(813) 654-4529,244,HILLSBOROUGH,12057,USA,27.951357871000027,-82.40348575399997,https://www.artistic.edu/
NEW JERSEY INSTITUTE OF TECHNOLOGY,UNIVERSITY HEIGHTS,NEWARK,NJ,07102,(973) 596-3000,13482,ESSEX,34013,USA,40.741997,-74.177113,www.njit.edu/
INTER AMERICAN UNIVERSITY OF PUERTO RICO-PONCE,104 TURPEAUX INDUSTRIAL PARK RD1,MERCEDITA,PR,00715,(787) 284-1912,4284,PONCE,72113,PRI,18.007388,-66.578498,www.ponce.inter.edu/
ANNENBERG SCHOOL OF NURSING,19300 SHERMAN WAY,RESEDA,CA,91335,(818) 757-4431,30,LOS ANGELES,06037,USA,34.20082398200003,-118.55384657399998,www.asn.edu/
ILISAGVIK COLLEGE,100 STEVENSON STREET,BARROW,AK,99723,(907) 852-3333,347,NORTH SLOPE,02185,USA,71.324702,-156.679486,www.ilisagvik.edu/
UNIVERSITY OF MARY,7500 UNIVERSITY DR,BISMARCK,ND,58504,(701) 255-7500,4355,BURLEIGH,38015,USA,46.72489320700004,-100.75238570899995,https://www.umary.edu/
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE INC,5808 BAUM BLVD,PITTSBURGH,PA,15206,(412) 362-8500,219,ALLEGHENY,42003,USA,40.459175232000064,-79.93048687299995,www.pims.edu/
MCCORMICK THEOLOGICAL SEMINARY,5460 S. UNIVERSITY,CHICAGO,IL,60615,(773) 947-6300,297,COOK,17031,USA,41.795969969000055,-87.59851141399997,https://www.mccormick.edu/
GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,2121 SHERIDAN ROAD,EVANSTON,IL,60201,(847) 866-3900,380,COOK,17031,USA,42.05622058000006,-87.67549721199998,www.garrett.edu/
LAKE SUPERIOR STATE UNIVERSITY,650 W EASTERDAY AVE,SAULT STE MARIE,MI,49783,(906) 632-6841,2291,CHIPPEWA,26033,USA,46.492664354000055,-84.36454821599995,www.lssu.edu/
CROWDER COLLEGE,601 LACLEDE AVE,NEOSHO,MO,64850,(417) 451-3223,4789,NEWTON,29145,USA,36.81405048100004,-94.36672074899997,www.crowder.edu/
M J MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT,201 W BROADWAY,MOUNT PLEASANT,MI,48858,(989) 773-8629,28,ISABELLA,26073,USA,43.60429012600008,-84.77792723599998,mjmbc.net/
BAIS MEDRASH ELYON,73 MAIN STREET,MONSEY,NY,10952,(845) 356-7065,97,ROCKLAND,36087,USA,41.11407855400006,-74.06979775699995,baismedroshelyon.com/
OHIO STATE COLLEGE OF BARBER STYLING,4614 E BROAD ST,COLUMBUS,OH,43213,(614) 868-1015,257,FRANKLIN,39049,USA,39.977375437000035,-82.87714357599998,www.osbc.edu/
GODS BIBLE SCHOOL AND COLLEGE,1810 YOUNG STREET,CINCINNATI,OH,45202,(513) 721-7944,425,HAMILTON,39061,USA,39.11552177000004,-84.50603941399999,www.gbs.edu/
EVES COLLEGE OF HAIRSTYLING,912 SW C AVE,LAWTON,OK,73501,(580) 355-6620,104,COMANCHE,40031,USA,34.60502758700005,-98.40269836899995,www.eliteacademyok.com/
FORREST COLLEGE,601 E RIVER STREET,ANDERSON,SC,29624,(864) 225-7653,7,ANDERSON,45007,USA,34.49942290400003,-82.64281305699996,www.forrestcollege.edu/
STATE COLLEGE OF BEAUTY CULTURE INC,1930 GRAND AVENUE,WAUSAU,WI,54403,(715) 845-2888,42,MARATHON,55073,USA,44.93689800200008,-89.61776233199998,www.statecollegeofbeauty.com/
GRAND RIVER TECHNICAL SCHOOL,1200 FAIR ST,CHILLICOTHE,MO,64601,(660) 646-3414,97,LIVINGSTON,29117,USA,39.798864336000065,-93.55966869299999,www.grts.org/
MARIA COLLEGE OF ALBANY,700 NEW SCOTLAND AVE,ALBANY,NY,12208,(518) 438-3111,1030,ALBANY,36001,USA,42.65650637700003,-73.80598649499996,www.mariacollege.edu/
TRIANGLE TECH INC-GREENSBURG,222 E PITTSBURGH ST STE A,GREENSBURG,PA,15601,(724) 832-1050,151,WESTMORELAND,42129,USA,40.30312406200005,-79.54008154999997,www.triangle-tech.edu/
ECCLESIA COLLEGE,9653 NATIONS DR,SPRINGDALE,AR,72762,(479) 248-7236,262,BENTON,05007,USA,36.2141,-94.236643,ecollege.edu/
UNIVERSITY OF WEST ALABAMA,STATION ONE,LIVINGSTON,AL,35470,(205) 652-3400,6322,SUMTER,01119,USA,32.59244,-88.186077,www.uwa.edu/
UNIVERSITY OF NORTH ALABAMA,ONE HARRISON PLAZA,FLORENCE,AL,35632,(256) 765-4100,8986,LAUDERDALE,01077,USA,34.80658,-87.680999,www.una.edu/
SNEAD STATE COMMUNITY COLLEGE,102 ELDER STREET,BOAZ,AL,35957,(256) 593-5120,2256,MARSHALL,01095,USA,34.20149486500003,-86.16989735399994,www.snead.edu/
PINEVILLE BEAUTY SCHOOL,1008 MAIN STREET,PINEVILLE,LA,71360,(318) 445-1040,58,RAPIDES,22079,USA,31.325717031000067,-92.43090310899998,www.pinevillebeauty.com/
LOUISIANA ACADEMY OF BEAUTY,550 EAST LAUREL STREET,EUNICE,LA,70535,(337) 457-9480,31,ST. LANDRY,22097,USA,30.495110957000065,-92.40894803199996,www.louisianaacademyofbeauty.com/
LIBERTY UNIVERSITY,1971 UNIVERSITY BLVD,LYNCHBURG,VA,24515,(434) 582-2000,100674,LYNCHBURG CITY,51680,USA,37.350344869000025,-79.17968841999993,www.liberty.edu/
TENAJ SALON INSTITUTE,11915 CR 103,THE VILLAGES,FL,32162,(352) 259-6716 EXT 4,113,SUMTER,12119,USA,28.929943586000036,-82.02809353999999,www.tenajsaloninstitute.edu/
EMPIRE BEAUTY SCHOOL-MORROW,"1958 MT ZION RD, STE 205",MORROW,GA,30260,(800) 920-4593,193,CLAYTON,13063,USA,33.56500065300003,-84.32571668499997,www.empire.edu/
MILAN INSTITUTE-BOISE,9050 W. OVERLAND RD. SUITE 200,BOISE,ID,83709,(208) 965-8140,112,ADA,16001,USA,43.600656694000065,-116.59406582199995,www.milaninstitute.edu/
JAY'S TECHNICAL INSTITUTE,11910 FONDREN MEADOW,HOUSTON,TX,77071,(713) 772-2410,116,HARRIS,48201,USA,29.65704026900005,-95.53414205699994,jtisite.wix.com/jaysbarberandbeauty
JOHN D ROCKEFELLER IV CAREER CENTER,80 ROCKEFELLER CIRCLE,NEW CUMBERLAND,WV,26047,(304) 564-3337,31,HANCOCK,54029,USA,40.532748757000036,-80.62071986699993,www.jdrcc.org/
OKLAHOMA PANHANDLE STATE UNIVERSITY,323 EAGLE AVE,GOODWELL,OK,73939,(580) 349-2611,1512,TEXAS,40139,USA,36.594518109000035,-101.63848809799998,www.opsu.edu/
SOUTHWEST WISCONSIN TECHNICAL COLLEGE,1800 BRONSON BLVD,FENNIMORE,WI,53809,(608) 822-3262,2851,GRANT,55043,USA,42.976238214000034,-90.63771391799997,https://www.swtc.edu/
LEWIS AND CLARK COMMUNITY COLLEGE,5800 GODFREY RD,GODFREY,IL,62035,(618) 468-7000,5215,MADISON,17119,USA,38.95162377400004,-90.19440468299996,www.lc.edu/
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,7000 FANNIN,HOUSTON,TX,77030,(713) 500-4472,16413,HARRIS,48201,USA,29.70287300700005,-95.40318306599994,www.uth.edu/
YTI CAREER INSTITUTE-ALTOONA,"3200 PLEASANT BOULEVARD, SUITE A",ALTOONA,PA,16601,(814) 201-2208,72,BLAIR,42013,USA,40.48243852300004,-78.39607311199995,www.yti.edu/
CENTRAL COAST COLLEGE,480 S MAIN STREET,SALINAS,CA,93901,(831) 424-6767,365,MONTEREY,06053,USA,36.66959504000005,-121.65564252499996,www.centralcoastcollege.edu/
AUTOMOTIVE TRAINING CENTER-WARMINSTER,900 JOHNSVILLE BLVD,WARMINSTER,PA,18974,(215) 259-1900,304,BUCKS,42017,USA,40.19979453900004,-75.07357769099997,www.autotraining.edu/
UNIVERSITY OF THE WEST,1409 WALNUT GROVE AVE,ROSEMEAD,CA,91770,(626) 571-8811 EXT 100,335,LOS ANGELES,06037,USA,34.04598458400005,-118.08296376199996,www.uwest.edu/
WHITWORTH UNIVERSITY-ADULT DEGREE PROGRAMS,300 W HAWTHORNE RD,SPOKANE,WA,99251,(509) 777-1000,289,SPOKANE,53063,USA,47.753308289000074,-117.417185486,https://www.whitworth.edu/cms/
UNIVERSITY OF NEW ORLEANS,2000 LAKESHORE DRIVE,NEW ORLEANS,LA,70148,(888) 514-4275,9447,ORLEANS,22071,USA,30.028538966000042,-90.06850598899996,new.uno.edu/
SAYBROOK UNIVERSITY,55 W EUREKA STREET,PASADENA,CA,91103,(626) 316-5300,1036,LOS ANGELES,06037,USA,34.153058,-118.152143,https://www.saybrook.edu/
CALIFORNIA STATE UNIVERSITY-NORTHRIDGE,18111 NORDHOFF ST,NORTHRIDGE,CA,91330,(818) 677-1200,44089,LOS ANGELES,06037,USA,34.24004090300008,-118.52928589199996,https://www.csun.edu/
JOHN WOOD COMMUNITY COLLEGE,1301 S 48TH STREET,QUINCY,IL,62305,(217) 224-6500,2194,ADAMS,17001,USA,39.914906777000056,-91.33588004499995,www.jwcc.edu/
MID CITIES BARBER COLLEGE,"2345 SOUTHWEST 3RD STREET, SUITE101",GRAND PRAIRIE,TX,75051,(972) 642-1892,40,DALLAS,48113,USA,32.7103059,-97.00698434899994,midcitiesbarbercollege.com/
PHILLIPS THEOLOGICAL SEMINARY,901 N MINGO RD,TULSA,OK,74116,(918) 610-8303,214,TULSA,40143,USA,36.16798344400007,-95.86814649899998,https://www.ptstulsa.edu/
HOT SPRINGS BEAUTY COLLEGE,100 CONES RD,HOT SPRINGS,AR,71901,(501) 624-4258,85,GARLAND,05051,USA,34.49605666900004,-93.03727733099998,hotspringsbeautycollege.com/
GLENDALE CAREER COLLEGE,240 NORTH BRAND BOULEVARD LOWER LEVEL,GLENDALE,CA,91203,(818) 243-1131 EXT 201,741,LOS ANGELES,06037,USA,34.14971437000003,-118.25445816099995,www.success.edu/
UNIVERSAL TECHNICAL INSTITUTE OF NORTHERN CALIFORNIA INC,4100 DUCKHORN DRIVE,SACRAMENTO,CA,95834,(800) 508-1153,1419,SACRAMENTO,06067,USA,38.64574950200006,-121.52950287599998,www.uti.edu/
QUINEBAUG VALLEY COMMUNITY COLLEGE,742 UPPER MAPLE ST,DANIELSON,CT,06239,(860) 932-4000,1325,WINDHAM,09015,USA,41.826229976000036,-71.88967333699998,https://qvcc.edu/
NEW ENGLAND HAIR ACADEMY,492-500 MAIN ST,MALDEN,MA,02148,(781) 324-6799,197,MIDDLESEX,25017,USA,42.42796263900004,-71.06727984699995,www.newenglandhairacademy.com/
WASHINGTON HOSPITAL SCHOOL OF NURSING,155 WILSON AVE,WASHINGTON,PA,15301,(724) 223-3167,56,WASHINGTON,42125,USA,40.18359800400003,-80.24677777099998,www.whs.org/
JOHN PATRICK UNIVERSITY OF HEALTH AND APPLIED SCIENCES,"100 EAST WAYNE STREET, SUITE 140",SOUTH BEND,IN,46601,(574) 232-2408,210,ST. JOSEPH,18141,USA,41.67341682400007,-86.249793,https://jpu.edu/
YESHIVA GEDOLA TIFERES YERACHMIEL,911 SOMERSET AVENUE,LAKEWOOD,NJ,08701,(732) 676-1790,172,OCEAN,34029,USA,40.1037,-74.194376,https://yeshivagedolatiferesyerachmiel.com/
ELEVATE SALON INSTITUTE,"300 EAST MAIN STREET, #100",DURHAM,NC,27701,(919) 670-3070 EXT 91967,151,DURHAM,37063,USA,35.993485,-78.898377,www.esidurham.com/
COMMERCIAL DIVERS INTERNATIONAL,4055 SOUTH SARIVAL AVENUE,GOODYEAR,AZ,85338,(623) 882-3483,84,MARICOPA,04013,USA,33.40952760600004,-112.40860309399994,commercialdiversinternational.edu/
WESTERN MARICOPA EDUCATION CENTER,6997 N GLEN HARBOR BLVD,GLENDALE,AZ,85307,(623) 738-0022,252,MARICOPA,04013,USA,33.53592460600004,-112.29288503499998,https://west-mec.edu/findyourhappy/
ALTURA COLLEGE,"1256 SOUTHEAST BISHOP BOULEVARD, SUITE L",PULLMAN,WA,99163,(509) 334-3444,5,WHITMAN,53075,USA,46.71863789400004,-117.16576947699997,www.alturacollege.com/
NUC UNIVERSITY - IBC INSTITUTE - BAYAM?N,CARRETERA #2 KM.15.3 BARRIO HATO TEJAS,BAYAMON,PR,00961,NOT AVAILABLE,-999,BAYAMÓN,72021,PRI,18.406354492000048,-66.19072453599995,NOT AVAILABLE
ELEVATE SALON INSTITUTE,"300 EAST MAIN STREET, #100",DURHAM,NC,27701,(919) 670-3070,105,DURHAM,37063,USA,35.99347465300008,-78.89841026399995,www.esidurham.com
LESTON COLLEGE -,CORCHADO ST. #60,ISABELA,PR,00662,NOT AVAILABLE,-999,ISABELA,72071,PRI,18.501218368000025,-67.02467376299995,NOT AVAILABLE
RABBINICAL SEMINARY OF AMERICA - MA'YAN HATORAH,113-25 MYRTLE AVENUE,RICHMOND HILL,NY,11418,NOT AVAILABLE,-999,QUEENS,36081,USA,40.70070194300007,-73.83635700899998,NOT AVAILABLE
PASCO-HERNANDO STATE COLLEGE,10230 RIDGE ROAD,NEW PORT RICHEY,FL,34654,(727) 847-2727,10631,PASCO,12101,USA,28.275099504000025,-82.64672728399995,https://www.phsc.edu/
YESHIVA ZICHRON ARYEH,1213 BAY 25TH STREET,FAR ROCKAWAY,NY,11691,(516) 295-5700,44,QUEENS,36081,USA,40.606,-73.764551,https://yeshivazichronaryeh.com/
REGIONAL CENTER FOR BORDER HEALTH,950 E. MAIN ST BUILDING A,SOMERTON,AZ,85350,(928) 315-7600,115,YUMA,04027,USA,32.597661,-114.700634,www.rcbh.edu/index.html
DELTA COLLEGE,1961 DELTA ROAD,UNIVERSITY CENTER,MI,48710,(989) 686-9000,7773,BAY,26017,USA,43.55949121300006,-83.98594261699998,https://www.delta.edu/
HOPE COLLEGE OF ARTS AND SCIENCES,1200 SOUTH WEST 3RD STREET,POMPANO BEACH,FL,33069,(954) 532-9614,140,BROWARD,12011,USA,26.226156,-80.139671,hcas.edu/
LAMAR STATE COLLEGE-ORANGE,410 FRONT ST,ORANGE,TX,77630,(409) 883-7750,2562,ORANGE,48361,USA,30.091561390000038,-93.73212746499996,www.lsco.edu/
UNIVERSITY OF OREGON,110 JOHNSON HALL,EUGENE,OR,97403,(541) 346-1000,26681,LANE,41039,USA,44.044515,-123.07398,https://www.uoregon.edu/
UNIVERSITY OF HOUSTON-VICTORIA,3007 N. BEN WILSON,VICTORIA,TX,77901,(361) 570-4848,5416,VICTORIA,48469,USA,28.81643802700006,-96.97819313599996,www.uhv.edu/
MID-STATE TECHNICAL COLLEGE,500 32ND ST N,WISCONSIN RAPIDS,WI,54494,(715) 422-5300,2989,WOOD,55141,USA,44.39109095800006,-89.78378526199998,www.mstc.edu/
RHODES COLLEGE,2000 NORTH PARKWAY,MEMPHIS,TN,38112,(901) 843-3000,2411,SHELBY,47157,USA,35.15442401000007,-89.98918727499995,www.rhodes.edu/
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,300 NORTH MAIN STREET,VERSAILLES,KY,40383,(859) 256-3100,305,WOODFORD,21239,USA,38.05720260600003,-84.72955961099996,https://systemoffice.kctcs.edu/
HAMLINE UNIVERSITY,1536 HEWITT AVENUE,SAINT PAUL,MN,55104,(651) 523-2800,3724,RAMSEY,27123,USA,44.965695932000074,-93.16398299699995,www.hamline.edu/
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BERKS,TULPEHOCKEN ROAD,READING,PA,19610,(610) 396-6000,-999,BERKS,42011,USA,40.357987,-75.972141,berks.psu.edu/
PENNSYLVANIA STATE UNIVERSITY-PENN STATE HAZLETON,76 UNIVERSITY DRIVE,HAZLETON,PA,18202,(570) 450-3000,-999,LUZERNE,42079,USA,40.983960694000075,-76.03104946699995,hazleton.psu.edu/
MADISON ADULT CAREER CENTER,600 ESLEY LN,MANSFIELD,OH,44905,(419) 589-6363 EXT 8632,144,RICHLAND,39139,USA,40.774327741000036,-82.46091225599997,www.madisonadultcc.org/
UNIVERSITY OF RIO GRANDE,218 N COLLEGE AVE,RIO GRANDE,OH,45674,(740) 245-7206,1881,GALLIA,39053,USA,38.88057960300006,-82.37735902399999,https://www.rio.edu/
LANDER UNIVERSITY,320 STANLEY AVENUE,GREENWOOD,SC,29649,(864) 388-8000,4193,GREENWOOD,45047,USA,34.20114283500004,-82.16635126499995,https://www.lander.edu/
NORTHERN STATE UNIVERSITY,1200 S JAY ST,ABERDEEN,SD,57401,(605) 626-3011,3810,BROWN,46013,USA,45.452554545000055,-98.4837,www.northern.edu/
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-NEWBERN,340 WASHINGTON ST,NEWBERN,TN,38059,(731) 627-2511,517,DYER,47045,USA,36.119957570000054,-89.25718042299997,www.tcatnewbern.edu/
MCLENNAN COMMUNITY COLLEGE,1400 COLLEGE DR,WACO,TX,76708,(254) 299-8622,8536,MCLENNAN,48309,USA,31.589846736000027,-97.17302142699998,www.mclennan.edu/
PAUL MITCHELL THE SCHOOL-OVERLAND PARK,8731 WEST 95TH STREET,OVERLAND PARK,KS,66212,(913) 381-5757,232,JOHNSON,20091,USA,38.95583983400007,-94.68791963099994,paulmitchell.edu/overlandpark
UNIVERSITY OF WISCONSIN-MILWAUKEE,2200 E KENWOOD BLVD,MILWAUKEE,WI,53211,(414) 229-1122,28132,MILWAUKEE,55079,USA,43.07684762300005,-87.88048801099995,uwm.edu/
KENT STATE UNIVERSITY AT ASHTABULA,3300 LAKE ROAD WEST,ASHTABULA,OH,44004,(440) 964-3322,2207,ASHTABULA,39007,USA,41.888855489000036,-80.83089987599999,www.kent.edu/ashtabula
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ATHENS,1635 TECHNOLOGY WAY,ATHENS,TN,37371,(423) 744-2814,199,MCMINN,47107,USA,35.44348004600005,-84.63039390599994,www.tcatathens.edu/
NATIONAL AMERICAN UNIVERSITY-RICHARDSON,"300 NORTH COIT ROAD, SUITE 225",RICHARDSON,TX,75080,(972) 773-8650,-999,DALLAS,48113,USA,32.954476869000075,-96.76826167599995,www.national.edu/locations/campuses/richardson/
VIRGINIA WESLEYAN UNIVERSITY,5817 WESLEYAN DRIVE,VIRGINIA BEACH,VA,23455,(757) 455-3200,1660,NORFOLK CITY,51710,USA,36.86841713000007,-76.18606012899994,https://www.vwu.edu/
NEW HORIZONS MEDICAL INSTITUTE,5675 JIMMY CARTER BLVD SUITE J,NORCROSS,GA,30071,(770) 447-0722,-999,GWINNETT,13135,USA,33.91465053500008,-84.20763452699998,www.newhorizonsmedical.com/
OGLE SCHOOL HAIR SKIN NAILS-STAFFORD,12788 FOUNTAIN LAKE CIRCLE,STAFFORD,TX,77477,(281) 494-0106,509,FORT BEND,48157,USA,29.63485373800006,-95.58816164499996,ogleschool.edu/
CEM COLLEGE-MAYAGUEZ,CALLE CRISTY #56,MAYAGUEZ,PR,00680,(787) 986-7440,157,MAYAGÜEZ,72097,PRI,18.199096504000067,-67.14637917499994,www.cemcollege.edu/cem/
PLATT COLLEGE-MOORE,201 N. EASTERN,MOORE,OK,73160,(405) 912-3260,188,CLEVELAND,40027,USA,35.33915439200007,-97.47844888599997,https://www.plattcolleges.edu/
CLARY SAGE COLLEGE,3131 SOUTH SHERIDAN,TULSA,OK,74145,(918) 610-0027,412,TULSA,40143,USA,36.11705759100005,-95.90383492099994,www.clarysagecollege.com/
SHORTER COLLEGE,604 LOCUST ST,N LITTLE ROCK,AR,72114,(501) 374-6305 EXT 107,322,PULASKI,05119,USA,34.75930829400005,-92.26048980099995,www.shortercollege.edu/
BOISE BIBLE COLLEGE,8695 W MARIGOLD ST,BOISE,ID,83714,(208) 376-7731,134,ADA,16001,USA,43.65719928800007,-116.29056386999997,https://boisebible.edu/
CONVERSE COLLEGE,580 E MAIN ST,SPARTANBURG,SC,29302,(864) 596-9000,1602,SPARTANBURG,45083,USA,34.955534353000075,-81.91788058099996,www.converse.edu/
BOSTON UNIVERSITY,ONE SILBER WAY,BOSTON,MA,02215,(617) 353-2000,43124,SUFFOLK,25025,USA,42.349581,-71.09984,www.bu.edu/
NICHOLS COLLEGE,CENTER RD,DUDLEY,MA,01571,(800) 470-3379,1822,WORCESTER,25027,USA,42.042462,-71.929644,www.nichols.edu/
THE MICHIGAN BARBER SCHOOL,8988-90 GRAND RIVER AVENUE,DETROIT,MI,48204,(313) 894-2300,184,WAYNE,26163,USA,42.364892,-83.12898,www.michiganbarberschool.org/
CONCORDIA UNIVERSITY-NEBRASKA,800 N COLUMBIA AVE,SEWARD,NE,68434,(800) 535-5494,3620,SEWARD,31159,USA,40.91485349200008,-97.08905351499999,www.cune.edu/
BRYANT & STRATTON COLLEGE-ALBANY,1259 CENTRAL AVE,ALBANY,NY,12205,(518) 437-1802 EXT 215,497,ALBANY,36001,USA,42.698125263000065,-73.80997690099997,https://www.bryantstratton.edu/
P&A SCHOLARS BEAUTY SCHOOL,12001 GRANDRIVER AVENUE,DETROIT,MI,48204,(313) 933-9393 EXT 18,267,WAYNE,26163,USA,42.376091091000035,-83.15787787599999,www.pandascholars.com/
AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,4701 WESTGATE BLVD,AUSTIN,TX,78745,(512) 454-1188,194,TRAVIS,48453,USA,30.228632107000067,-97.80088301299998,https://aoma.edu/
PIERCE COLLEGE-PUYALLUP,9401 FARWEST DR SW,LAKEWOOD,WA,98498,NOT AVAILABLE,-999,PIERCE,53053,USA,47.156327530000056,-122.2723651,NOT AVAILABLE
SOUTHERN TEXAS CAREERS ACADEMY,601 EAST NOLANA SUITE C,MCALLEN,TX,78504,(956) 687-7772,70,HIDALGO,48215,USA,26.23789,-98.207661,stcacademy.edu/
ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,305 SE 2ND AVE,GAINESVILLE,FL,32601,(352) 335-2332,104,ALACHUA,12001,USA,29.65007501200006,-82.32199384399996,www.acupuncturist.edu/
INTERACTIVE COLLEGE OF TECHNOLOGY-NEWPORT,76 CAROTHERS ROAD,NEWPORT,KY,41071,(859) 282-8989,42,CAMPBELL,21037,USA,39.084818,-84.479078,www.ict.edu/
HAYWOOD COMMUNITY COLLEGE,185 FREEDLANDER DRIVE,CLYDE,NC,28721,(828) 627-2821,1818,HAYWOOD,37087,USA,35.52590545900006,-82.92791801299995,https://www.haywood.edu/
JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART,37 MYRTLE AVE,DOVER,NJ,07801,(973) 361-1327,113,MORRIS,34027,USA,40.88738586000005,-74.55255136099998,kubertschool.edu/
CLINTON ESSEX WARREN WASHINGTON BOCES,1585 MILITARY TURNPIKE,PLATTSBURGH,NY,12901,(518) 561-0100,157,CLINTON,36019,USA,44.69319898700007,-73.51762844599995,www.cves.org/
PRESBYTERIAN COLLEGE,503 SOUTH BROAD STREET,CLINTON,SC,29325,(864) 833-2820,1644,LAURENS,45059,USA,34.465833528000076,-81.87447968699996,https://www.presby.edu/
SOUTH TEXAS COLLEGE OF LAW HOUSTON,1303 SAN JACINTO STREET,HOUSTON,TX,77002,(713) 659-8040,1250,HARRIS,48201,USA,29.75317116000008,-95.36454951499996,www.stcl.edu/
